,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/hdd/0/temperature/0,/hdd/0/load/0
Time,"CPU Core #1","CPU Core #2","CPU Total","CPU Core #1","CPU Core #2","CPU Package","CPU Core #1","CPU Core #2","CPU Package","CPU Cores","CPU Graphics","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","Temperature","Used Space"
02/01/2021 21:55:56,55.46875,60.15625,57.8125,59,57,59,2494.34229,2494.34229,11.2065964,7.922414,0.0006866684,99.7737,53.7943726,4.23987961,3.64176178,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:55:57,89.0625,90.625,89.84375,57,51,58,2494.34229,2494.34229,12.7711382,9.623712,0.0006256307,99.77369,55.1469536,4.346485,3.53515625,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:55:58,17.96875,32.8125,25.390625,52,53,57,2494.342,2494.342,8.938134,6.05810452,0.000610373,99.77368,55.083065,4.34144974,3.54019165,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:55:59,20.3125,30.46875,25.390625,57,49,58,2494.34229,2494.34229,9.01833248,6.13628435,0.0009002966,99.77369,55.0446854,4.33842468,3.54321671,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:00,18.75,32.8125,25.78125,52,52,57,2494.34229,2494.34229,8.99972,6.10656261,0.00160223164,99.77369,55.1308861,4.34521866,3.53642273,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:01,18.75,31.25,25,52,54,56,2494.3374,2494.3374,9.03368,6.14923239,0.0005951121,99.7735,55.3768044,4.364601,3.51704025,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:02,10.9375,39.0625,25,53,54,55,2494.347,2494.347,8.958571,6.09264469,0.0005645944,99.77388,55.4390945,4.36951065,3.51213074,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:03,22.65625,28.90625,25.78125,55,54,58,2494.342,2494.342,9.506543,6.58445358,0.0178075731,99.77368,55.40183,4.36657333,3.515068,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:04,14.0625,37.5,25.78125,53,53,57,2494.34253,2494.34253,9.464706,6.55916548,0.01768545,99.7737,55.4057,4.36687851,3.51476288,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:05,26.5625,25.78125,26.171875,52,54,56,2494.3418,2494.3418,9.50285,6.588548,0.0148625793,99.773674,55.4100533,4.367222,3.51441956,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
