,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/hdd/0/temperature/0,/hdd/0/load/0
Time,"CPU Core #1","CPU Core #2","CPU Total","CPU Core #1","CPU Core #2","CPU Package","CPU Core #1","CPU Core #2","CPU Package","CPU Cores","CPU Graphics","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","Temperature","Used Space"
02/02/2021 00:22:59,100,100,100,64,63,67,2494.34253,2494.34253,13.1362906,10.067481,0.02623071,99.7737,50.32745,3.966629,3.91501236,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:00,100,100,100,64,64,67,2494.342,2494.342,13.1526794,10.0638,0.0337078,99.77368,50.35271,3.9686203,3.913021,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:01,100,100,100,64,63,67,2494.3418,2494.3418,13.13964,10.07934,0.0278177243,99.77367,50.3464241,3.96812439,3.913517,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:02,100,100,100,63,64,66,2494.34277,2494.34277,13.0590582,9.982128,0.03355519,99.77371,50.34662,3.96813965,3.91350174,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:03,100,100,100,64,63,66,2494.34229,2494.34229,12.9890928,9.975699,0.0265054256,99.7737,50.3444862,3.9679718,3.91366959,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:04,100,100,100,64,62,66,2494.342,2494.342,12.9601011,9.935785,0.03074748,99.77368,50.345356,3.96804047,3.913601,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:05,100,100,100,63,64,67,2494.34253,2494.34253,12.959054,9.942354,0.0256355964,99.7737045,50.33916,3.96755219,3.9140892,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:06,100,100,100,64,65,66,2494.342,2494.342,13.044754,9.965944,0.0362103358,99.77368,50.36525,3.96960831,3.912033,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:07,100,100,100,64,64,66,2494.342,2494.342,13.05402,10.0352774,0.0253151376,99.77368,50.3534851,3.96868134,3.91296,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:08,100,100,100,64,65,66,2494.34229,2494.34229,12.998807,9.971342,0.03129687,99.77369,50.3550339,3.96880341,3.912838,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:09,100,100,100,64,63,67,2494.34229,2494.34229,12.852293,9.86748,0.0253457166,99.77369,50.34831,3.96827316,3.91336823,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:10,100,100,100,65,64,67,2494.342,2494.342,12.9865017,9.977277,0.0312663019,99.77368,50.3429832,3.96785355,3.91378784,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:11,100,100,100,65,64,65,2494.34229,2494.34229,13.0700245,10.0500813,0.0255134739,99.7737,50.49496,3.9798317,3.90180969,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:12,100,100,100,64,65,67,2494.34229,2494.34229,13.03446,10.0106621,0.031037407,99.77369,50.4941864,3.97977066,3.90187073,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:13,100,100,100,64,65,66,2494.34229,2494.34229,13.0751314,10.0044756,0.02536093,99.7737,50.4860077,3.979126,3.90251541,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:14,100,100,100,64,65,67,2494.34229,2494.34229,13.1171741,9.996264,0.037675228,99.77369,50.49027,3.97946167,3.90217972,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:15,100,100,100,65,64,67,2494.342,2494.342,13.1187925,10.022851,0.0320445076,99.77368,50.4878922,3.97927475,3.90236664,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:16,100,100,100,64,64,67,2494.34229,2494.34229,13.1602221,10.0820837,0.0260934159,99.77369,50.48397,3.97896576,3.90267563,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:17,100,100,100,65,64,67,2494.34229,2494.34229,13.1696672,10.07229,0.0308695417,99.7737,50.48557,3.97909164,3.90254974,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:18,100,100,100,65,65,66,2494.34229,2494.34229,13.1359367,10.0576019,0.02610866,99.77369,50.4842148,3.97898483,3.90265656,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:19,100,100,100,65,64,67,2494.3418,2494.3418,13.1249628,10.01167,0.03532527,99.773674,50.4858627,3.97911453,3.90252686,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:20,100,100,100,64,65,68,2494.34253,2494.34253,13.0922985,9.986786,0.0320597924,99.7737045,50.4842148,3.97898483,3.90265656,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:21,100,100,100,64,65,67,2494.342,2494.342,13.0541344,9.97362,0.0256966334,99.77368,50.48857,3.97932816,3.90231323,49,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:22,100,100,100,65,65,67,2494.34229,2494.34229,13.0645151,9.975619,0.03085432,99.77369,50.49496,3.9798317,3.90180969,50,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:23:23,100,100,100,65,66,66,2494.34229,2494.34229,13.045929,9.967974,0.0253457073,99.77369,50.47289,3.97809219,3.90354919,50,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
